"game_id","game_pk","game_date","opponent","final_away_runs","final_home_runs","inning","top_bottom","batter","at_bat_event","pitch_type_code","pitch_category","has_bangs","bangs","call_code","description","on_1b","on_2b","on_3b","youtube_id","pitch_youtube_seconds","youtube_url","pitch_datetime","game_pitch_id","event_number","pitch_playid","atbat_playid","away_team_id","home_team_id"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","1","bottom","Jose Altuve","Strikeout","SL","BR","n",,"S","Swinging Strike","t","f","f","af5e55Cc8ZA","1770","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=1770","3/4/2017 19:29:38-05:05","170404002938","50","0813793b-63a1-4179-b681-675180afe82d","0813793b-63a1-4179-b681-675180afe82d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","1","bottom","Carlos Correa","Double Play","SI","FB","n",,"B","Ball","f","t","f","af5e55Cc8ZA","1818","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=1818","3/4/2017 19:30:26-05:05","170404003026","56","a16ed914-e6ef-4dd5-aafc-4b916f9352e7","30e83a48-6d1d-4edd-855c-eb317bfcdaf8","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","1","bottom","Carlos Correa","Double Play","SI","FB","n",,"X","In play, out(s)","f","t","f","af5e55Cc8ZA","1843","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=1843","3/4/2017 19:30:51-05:05","170404003052","57","30e83a48-6d1d-4edd-855c-eb317bfcdaf8","30e83a48-6d1d-4edd-855c-eb317bfcdaf8","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Carlos Beltran","Strikeout","SI","FB","n",,"F","Foul","f","f","f","af5e55Cc8ZA","2311","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2311","3/4/2017 19:38:39-05:05","170404003839","81","cf498817-0824-4e41-9160-90ba253b6dcb","164cb4d8-c519-4261-85a7-bba6bff79128","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Carlos Beltran","Strikeout","CU","BR","n",,"B","Ball","f","f","f","af5e55Cc8ZA","2328","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2328","3/4/2017 19:38:56-05:05","170404003857","82","b46aa1af-5f5b-4e51-b488-6ab4f9056244","164cb4d8-c519-4261-85a7-bba6bff79128","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Carlos Beltran","Strikeout","CU","BR","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","2347","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2347","3/4/2017 19:39:15-05:05","170404003920","83","1b4d3d48-a032-429e-b003-762df9cd1e66","164cb4d8-c519-4261-85a7-bba6bff79128","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Carlos Beltran","Strikeout","SI","FB","n",,"B","Ball","f","f","f","af5e55Cc8ZA","2364","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2364","3/4/2017 19:39:32-05:05","170404003932","84","9bf254c4-60ad-4173-8004-b4449383b5ac","164cb4d8-c519-4261-85a7-bba6bff79128","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Carlos Beltran","Strikeout","FF","FB","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","2382","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2382","3/4/2017 19:39:50-05:05","170404003950","85","164cb4d8-c519-4261-85a7-bba6bff79128","164cb4d8-c519-4261-85a7-bba6bff79128","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Josh Reddick","Single","SI","FB","n",,"F","Foul","f","f","f","af5e55Cc8ZA","2414","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2414","3/4/2017 19:40:22-05:05","170404004022","89","9df50431-fef9-41da-940b-253329fef2f7","c7067557-1c37-41ba-b9df-97b7c1afd01b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Josh Reddick","Single","CH","CH","n",,"B","Ball","f","f","f","af5e55Cc8ZA","2436","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2436","3/4/2017 19:40:44-05:05","170404004044","90","f9ce4cf8-640d-47f8-842c-2cec68da47e8","c7067557-1c37-41ba-b9df-97b7c1afd01b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Josh Reddick","Single","SI","FB","n",,"S","Swinging Strike","f","f","f","af5e55Cc8ZA","2458","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2458","3/4/2017 19:41:06-05:05","170404004106","91","ae2beb5c-242d-4c1f-92ba-64e8e4c7b237","c7067557-1c37-41ba-b9df-97b7c1afd01b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Josh Reddick","Single","FF","FB","n",,"B","Ball","f","f","f","af5e55Cc8ZA","2476","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2476","3/4/2017 19:41:24-05:05","170404004124","92","5f42e45e-a852-421d-a25f-890c393652fd","c7067557-1c37-41ba-b9df-97b7c1afd01b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Josh Reddick","Single","FF","FB","n",,"D","In play, no out","f","f","f","af5e55Cc8ZA","2495","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2495","3/4/2017 19:41:43-05:05","170404004144","93","c7067557-1c37-41ba-b9df-97b7c1afd01b","c7067557-1c37-41ba-b9df-97b7c1afd01b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Yuli Gurriel","Grounded Into DP","CU","BR","n",,"B","Ball","t","f","f","af5e55Cc8ZA","2542","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2542","3/4/2017 19:42:30-05:05","170404004231","97","7671bee0-78e6-4908-9316-aa3aa09e7b78","67270cc6-8a86-4a04-a361-8b4a184f40bb","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Yuli Gurriel","Grounded Into DP","CH","CH","n",,"S","Swinging Strike","t","f","f","af5e55Cc8ZA","2565","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2565","3/4/2017 19:42:53-05:05","170404004254","98","c035f774-29ee-41e4-99be-09e5107605ea","67270cc6-8a86-4a04-a361-8b4a184f40bb","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Yuli Gurriel","Grounded Into DP","FF","FB","n",,"F","Foul","t","f","f","af5e55Cc8ZA","2609","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2609","3/4/2017 19:43:37-05:05","170404004337","100","b5ae6643-ff77-4b79-b6b3-974c48a6de68","67270cc6-8a86-4a04-a361-8b4a184f40bb","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","2","bottom","Yuli Gurriel","Grounded Into DP","FF","FB","n",,"X","In play, out(s)","t","f","f","af5e55Cc8ZA","2637","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=2637","3/4/2017 19:44:05-05:05","170404004405","101","67270cc6-8a86-4a04-a361-8b4a184f40bb","67270cc6-8a86-4a04-a361-8b4a184f40bb","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Brian McCann","Strikeout","SI","FB","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","3069","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3069","3/4/2017 19:51:17-05:05","170404005118","123","214e0692-3eb0-4048-a9fc-b69aa2825c86","afa70c64-5356-45a6-b775-390765ec26a6","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Brian McCann","Strikeout","CU","BR","n",,"F","Foul","f","f","f","af5e55Cc8ZA","3093","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3093","3/4/2017 19:51:41-05:05","170404005141","124","82d8ea90-159a-4822-9b05-1e27ce202458","afa70c64-5356-45a6-b775-390765ec26a6","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Brian McCann","Strikeout","FF","FB","n",,"B","Ball","f","f","f","af5e55Cc8ZA","3112","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3112","3/4/2017 19:52:00-05:05","170404005200","125","56c16753-033c-4629-a74b-2c897b465435","afa70c64-5356-45a6-b775-390765ec26a6","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Brian McCann","Strikeout","CU","BR","n",,"B","Ball","f","f","f","af5e55Cc8ZA","3128","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3128","3/4/2017 19:52:16-05:05","170404005216","126","2519969a-5c2a-425a-9d78-f98610bf01a7","afa70c64-5356-45a6-b775-390765ec26a6","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Brian McCann","Strikeout","CH","CH","n",,"F","Foul","f","f","f","af5e55Cc8ZA","3150","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3150","3/4/2017 19:52:38-05:05","170404005238","127","d60b3c72-4a41-482b-97d6-d93c77727342","afa70c64-5356-45a6-b775-390765ec26a6","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Brian McCann","Strikeout","FF","FB","n",,"S","Swinging Strike","f","f","f","af5e55Cc8ZA","3173","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3173","3/4/2017 19:53:01-05:05","170404005301","128","afa70c64-5356-45a6-b775-390765ec26a6","afa70c64-5356-45a6-b775-390765ec26a6","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Norichika Aoki","Single","SI","FB","n",,"D","In play, no out","f","f","f","af5e55Cc8ZA","3207","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3207","3/4/2017 19:53:35-05:05","170404005336","132","cff45f7e-0638-4bd0-a7de-3a52a5c03019","cff45f7e-0638-4bd0-a7de-3a52a5c03019","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","George Springer","Catcher Interference","CH","CH","n",,"S","Swinging Strike","t","f","f","af5e55Cc8ZA","3253","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3253","3/4/2017 19:54:21-05:05","170404005422","136","4df8944b-8a41-48ec-8b2f-546e52807da5","7ca63863-91c2-4d24-a306-3dbe4ac642f3","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","George Springer","Catcher Interference","FF","FB","n",,"B","Ball","t","f","f","af5e55Cc8ZA","3279","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3279","3/4/2017 19:54:47-05:05","170404005448","137","c1b2ab58-0105-402f-a0cd-26bbd2bbd2a2","7ca63863-91c2-4d24-a306-3dbe4ac642f3","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","George Springer","Catcher Interference","CU","BR","n",,"*B","Ball In Dirt","t","f","f","af5e55Cc8ZA","3305","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3305","3/4/2017 19:55:13-05:05","170404005513","138","fc60041c-78cc-49ea-ab3b-6aa858cafd74","7ca63863-91c2-4d24-a306-3dbe4ac642f3","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","George Springer","Catcher Interference","CH","CH","n",,"X","In play, out(s)","t","f","f","af5e55Cc8ZA","3360","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3360","3/4/2017 19:56:08-05:05","170404005619","140","7ca63863-91c2-4d24-a306-3dbe4ac642f3","7ca63863-91c2-4d24-a306-3dbe4ac642f3","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Alex Bregman","Flyout","SL","BR","n",,"C","Called Strike","t","t","f","af5e55Cc8ZA","3423","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3423","3/4/2017 19:57:11-05:05","170404005711","146","c6dcabec-3ea7-437c-89fb-6fc6bc3e75e3","73c4af7f-de00-45f1-a1ef-700d5bf606d9","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Alex Bregman","Flyout","CH","CH","n",,"B","Ball","t","t","f","af5e55Cc8ZA","3446","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3446","3/4/2017 19:57:34-05:05","170404005734","147","10aff21d-0121-452e-a893-7e50b85474a8","73c4af7f-de00-45f1-a1ef-700d5bf606d9","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Alex Bregman","Flyout","CH","CH","n",,"X","In play, out(s)","t","t","f","af5e55Cc8ZA","3476","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3476","3/4/2017 19:58:04-05:05","170404005804","148","73c4af7f-de00-45f1-a1ef-700d5bf606d9","73c4af7f-de00-45f1-a1ef-700d5bf606d9","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Jose Altuve","Strikeout","CU","BR","n",,"C","Called Strike","t","f","t","af5e55Cc8ZA","3530","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3530","3/4/2017 19:58:58-05:05","170404005859","153","0ce3a717-f686-4582-b5bd-ebcb2a3eb03e","dff76d36-4e33-4e4f-bdad-4c9dcab56c3d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Jose Altuve","Strikeout","CH","CH","n",,"S","Swinging Strike","t","f","t","af5e55Cc8ZA","3555","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3555","3/4/2017 19:59:23-05:05","170404005924","154","004d8f6e-aa10-4781-82d7-4e793bd93aac","dff76d36-4e33-4e4f-bdad-4c9dcab56c3d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Jose Altuve","Strikeout","CH","CH","n",,"F","Foul","t","f","t","af5e55Cc8ZA","3583","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3583","3/4/2017 19:59:51-05:05","170404005951","155","bffbd6a4-c281-44c5-a9a0-5ab250e2d56b","dff76d36-4e33-4e4f-bdad-4c9dcab56c3d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","3","bottom","Jose Altuve","Strikeout","SL","BR","n",,"W","Swinging Strike (Blocked)","t","f","t","af5e55Cc8ZA","3652","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=3652","3/4/2017 20:01:00-05:05","170404010101","157","dff76d36-4e33-4e4f-bdad-4c9dcab56c3d","dff76d36-4e33-4e4f-bdad-4c9dcab56c3d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Carlos Correa","Home Run","SI","FB","n",,"B","Ball","f","f","f","af5e55Cc8ZA","4717","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4717","3/4/2017 20:18:45-05:05","170404011845","213","a915f804-870d-45cb-99b3-d47975cf3dc2","9d579ded-0d6a-4e99-93a7-4483a5b49487","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Carlos Correa","Home Run","CU","BR","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","4732","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4732","3/4/2017 20:19:00-05:05","170404011901","214","f66bee1d-dc29-4977-b09c-e1ce7775d1b5","9d579ded-0d6a-4e99-93a7-4483a5b49487","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Carlos Correa","Home Run","FF","FB","n",,"E","In play, run(s)","f","f","f","af5e55Cc8ZA","4749","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4749","3/4/2017 20:19:17-05:05","170404011918","215","9d579ded-0d6a-4e99-93a7-4483a5b49487","9d579ded-0d6a-4e99-93a7-4483a5b49487","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Carlos Beltran","Strikeout","CU","BR","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","4793","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4793","3/4/2017 20:20:01-05:05","170404012001","220","44bb2c63-dd8e-47cc-9c2c-9ea776d67f9d","b23c9ab9-5482-433a-93a7-0b1f609f2bf2","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Carlos Beltran","Strikeout","CH","CH","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","4807","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4807","3/4/2017 20:20:15-05:05","170404012016","221","e6b4ee35-8da7-465d-a728-5990fa873254","b23c9ab9-5482-433a-93a7-0b1f609f2bf2","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Carlos Beltran","Strikeout","CU","BR","n",,"W","Swinging Strike (Blocked)","f","f","f","af5e55Cc8ZA","4824","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4824","3/4/2017 20:20:32-05:05","170404012032","222","b23c9ab9-5482-433a-93a7-0b1f609f2bf2","b23c9ab9-5482-433a-93a7-0b1f609f2bf2","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Josh Reddick","Groundout","SI","FB","n",,"B","Ball","f","f","f","af5e55Cc8ZA","4862","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4862","3/4/2017 20:21:10-05:05","170404012110","226","de5e988a-dba5-4452-ac1e-97deb50e3240","fd0c355b-df5b-4126-bee2-51495d1b4f9b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Josh Reddick","Groundout","CU","BR","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","4882","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4882","3/4/2017 20:21:30-05:05","170404012130","227","503467a5-66d4-49c8-be13-a39e072b1af1","fd0c355b-df5b-4126-bee2-51495d1b4f9b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Josh Reddick","Groundout","CH","CH","n",,"F","Foul","f","f","f","af5e55Cc8ZA","4898","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4898","3/4/2017 20:21:46-05:05","170404012147","228","c5f85a9b-2a35-4209-915d-4efc7e52cd80","fd0c355b-df5b-4126-bee2-51495d1b4f9b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Josh Reddick","Groundout","FF","FB","n",,"X","In play, out(s)","f","f","f","af5e55Cc8ZA","4928","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=4928","3/4/2017 20:22:16-05:05","170404012216","229","fd0c355b-df5b-4126-bee2-51495d1b4f9b","fd0c355b-df5b-4126-bee2-51495d1b4f9b","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Yuli Gurriel","Groundout","SL","BR","n",,"F","Foul","f","f","f","af5e55Cc8ZA","5067","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5067","3/4/2017 20:24:35-05:05","170404012436","234","bbbf7d73-b185-4e34-8864-dfadf1ea3b53","07477ee4-9e64-4dbc-be04-a966c1130f2d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","4","bottom","Yuli Gurriel","Groundout","CH","CH","n",,"X","In play, out(s)","f","f","f","af5e55Cc8ZA","5090","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5090","3/4/2017 20:24:58-05:05","170404012458","235","07477ee4-9e64-4dbc-be04-a966c1130f2d","07477ee4-9e64-4dbc-be04-a966c1130f2d","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","Brian McCann","Groundout","CU","BR","n",,"C","Called Strike","f","f","f","af5e55Cc8ZA","5536","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5536","3/4/2017 20:33:59-05:05","170404013359","261","8b053d0f-b2f4-4384-bcd9-8ce4e32754aa","c78b214c-5907-436c-9120-5828c5b67024","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","Brian McCann","Groundout","CH","CH","n",,"X","In play, out(s)","f","f","f","af5e55Cc8ZA","5552","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5552","3/4/2017 20:34:15-05:05","170404013416","262","c78b214c-5907-436c-9120-5828c5b67024","c78b214c-5907-436c-9120-5828c5b67024","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","Norichika Aoki","Lineout","CU","BR","n",,"X","In play, out(s)","f","f","f","af5e55Cc8ZA","5606","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5606","3/4/2017 20:35:09-05:05","170404013509","266","dd53764c-c9d6-4217-9189-015292c2ca01","dd53764c-c9d6-4217-9189-015292c2ca01","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","George Springer","Strikeout","SL","BR","n",,"F","Foul","f","f","f","af5e55Cc8ZA","5644","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5644","3/4/2017 20:35:47-05:05","170404013547","270","c70031c6-006f-484a-bf33-56595af4c577","32a08745-7915-4f42-8697-6aaed77b893e","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","George Springer","Strikeout","SI","FB","n",,"F","Foul","f","f","f","af5e55Cc8ZA","5666","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5666","3/4/2017 20:36:09-05:05","170404013609","271","fa839f47-e9eb-4098-bdd4-b9cae69382fe","32a08745-7915-4f42-8697-6aaed77b893e","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","George Springer","Strikeout","SI","FB","n",,"B","Ball","f","f","f","af5e55Cc8ZA","5690","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5690","3/4/2017 20:36:33-05:05","170404013634","272","84a71993-4970-4f51-9289-a9697418445c","32a08745-7915-4f42-8697-6aaed77b893e","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","George Springer","Strikeout","CH","CH","n",,"B","Ball","f","f","f","af5e55Cc8ZA","5712","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5712","3/4/2017 20:36:55-05:05","170404013655","273","20042f18-5f45-4bcf-822d-2618576b7a24","32a08745-7915-4f42-8697-6aaed77b893e","136","117"
"2017_04_03_seamlb_houmlb_1","490111","3/4/2017","SEA","0","3","5","bottom","George Springer","Strikeout","CU","BR","n",,"S","Swinging Strike","f","f","f","af5e55Cc8ZA","5731","https://www.youtube.com/watch?v=af5e55Cc8ZA&t=5731","3/4/2017 20:37:14-05:05","170404013715","274","32a08745-7915-4f42-8697-6aaed77b893e","32a08745-7915-4f42-8697-6aaed77b893e","136","117"
